result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
12994,3521.0,2024.0,"Agronomic research platform trial comparing diversified cropping patterns in Dinajpur,",Innovation development,Quality Assessed,,,,,,,,,,,"Agronomic research platform trial comparing diversified cropping patterns in Dinajpur,"
12995,3522.0,2024.0,PROBFLO v2: A user-friendly environmental flow assessment tool for evaluating,Innovation development,Quality Assessed,,,,,,,,,,,PROBFLO v2: A user-friendly environmental flow assessment tool for evaluating
12996,3531.0,2024.0, On-farm testing (OFT) validation protocols for Rice  across,Innovation development,Quality Assessed,,,,,,,,,,, On-farm testing (OFT) validation protocols for Rice  across
12997,3544.0,2024.0,"Accelerating Rice varietal turnover through fast-paced  production, supply and",Innovation development,Quality Assessed,,,,,,,,,,,"Accelerating Rice varietal turnover through fast-paced  production, supply and"
12998,3545.0,2024.0,Using business analytical approaches to conceptualize the entire CGIAR portfolio,Innovation development,Quality Assessed,,,,,,,,,,,Using business analytical approaches to conceptualize the entire CGIAR portfolio
12999,3548.0,2024.0,"Enterprise Breeding System, a data management system for breeding data,",Innovation development,Quality Assessed,True,Yes,"Enterprise Breeding System, a breeding data management system for digital breeding operations",Modernizing Breeding Partnerships and Practices,Breeding for Tomorrow,1.2M,1.8M,1M,2M,1.5M,"Enterprise Breeding System, a data management system for breeding data,"
13000,3573.0,2024.0,"New generation of fish friendly irrigation innovations (sluice gates, irrigation",Innovation development,Quality Assessed,,,,,,,,,,,"New generation of fish friendly irrigation innovations (sluice gates, irrigation"
13001,3607.0,2024.0,A data migration strategy for future Enterprise Breeding System users,Innovation development,Quality Assessed,,,,,,,,,,,A data migration strategy for future Enterprise Breeding System users
13003,3649.0,2024.0,ECOSat: A satellite remote sensing-based carbon offset estimation system to,Innovation development,Quality Assessed,,,,,,,,,,,ECOSat: A satellite remote sensing-based carbon offset estimation system to
13004,3652.0,2024.0,Publicly available multi-crop reference genomes database,Innovation development,Quality Assessed,,,,,,,,,,,Publicly available multi-crop reference genomes database
13006,3712.0,2024.0,End-to-End Approach for Increasing fruit and vegetable consumption to improve,Innovation development,Quality Assessed,,,,,,,,,,,End-to-End Approach for Increasing fruit and vegetable consumption to improve
13008,3798.0,2024.0,The Rice Observatory: An information system that provides indicators related,Innovation development,Quality Assessed,,,,,,,,,,,The Rice Observatory: An information system that provides indicators related
1301,1283.0,2022.0,Best-fit crop residue utilization and marketing models,Innovation development,Quality Assessed,,,,,,,,,,,Best-fit crop residue utilization and marketing models
13010,3836.0,2024.0,Cassava Lighthouse: Monitoring Open Access data for the Cassava Sector,Innovation development,Quality Assessed,,,,,,,,,,,Cassava Lighthouse: Monitoring Open Access data for the Cassava Sector
13011,3841.0,2024.0,"Efficacy of soft chemistry pesticides, botanical oils and entomopathogens evaluated",Innovation development,Quality Assessed,,,,,,,,,,,"Efficacy of soft chemistry pesticides, botanical oils and entomopathogens evaluated"
13012,3847.0,2024.0,Common Bean Observatory: an open access platform for common bean,Innovation development,Quality Assessed,,,,,,,,,,,Common Bean Observatory: an open access platform for common bean
13013,3851.0,2024.0,Climate Security Dialogues Dashboard for researchers and climate action intervention,Innovation development,Quality Assessed,,,,,,,,,,,Climate Security Dialogues Dashboard for researchers and climate action intervention
13015,3855.0,2024.0,integrated Future Estimator for Emissions and Diets (iFEED) inclusive assessment,Innovation development,Quality Assessed,,,,,,,,,,,integrated Future Estimator for Emissions and Diets (iFEED) inclusive assessment
13016,3856.0,2024.0,Musa Observatory: an open access platform for banana and plantain,Innovation development,Quality Assessed,,,,,,,,,,,Musa Observatory: an open access platform for banana and plantain
13017,3867.0,2024.0,Fall Armyworm Innovation Platform for validating Integrated Pest Management packages,Innovation development,Quality Assessed,,,,,,,,,,,Fall Armyworm Innovation Platform for validating Integrated Pest Management packages
13020,3949.0,2024.0,Biodiversification as a climate-resilient and water-efficient strategy for orchard farmers,Innovation development,Quality Assessed,,,,,,,,,,,Biodiversification as a climate-resilient and water-efficient strategy for orchard farmers
13022,3967.0,2024.0,"Objective-Based High-Accuracy Farmer Segmentation Dashboard for Climate Action Project, Program",Innovation development,Quality Assessed,,,,,,,,,,,"Objective-Based High-Accuracy Farmer Segmentation Dashboard for Climate Action Project, Program"
13023,3977.0,2024.0,Digital Identities: Enabling farming data traceability using open data sharing,Innovation development,Quality Assessed,,,,,,,,,,,Digital Identities: Enabling farming data traceability using open data sharing
13024,3982.0,2024.0,"Risk-contingent credit product, aimed at increasing farmers access to production",Innovation development,Quality Assessed,True,Yes,Scaling Risk Contingent Credit to  enhance farm investment,Sustainable Livestock Climate Adaptation,Climate Action,,,,,,"Risk-contingent credit product, aimed at increasing farmers access to production"
13026,4003.0,2024.0,Development of an operating model for a new global unit,Innovation development,Quality Assessed,,,,,,,,,,,Development of an operating model for a new global unit
13027,4032.0,2024.0,Meghdoot v2: An enhanced agrometeorological advisory app for Indian farmers,Innovation development,Quality Assessed,,,,,,,,,,,Meghdoot v2: An enhanced agrometeorological advisory app for Indian farmers
13028,4056.0,2024.0,"Climate Security Observatory (CSO) for providing science-based, site-specific and actionable",Innovation development,Quality Assessed,True,Yes,Climate Security Observatory,Climate Finance for Resilient Communities,Food Frontiers and Security,50000,250000,,250000,250000,"Climate Security Observatory (CSO) for providing science-based, site-specific and actionable"
13029,4068.0,2024.0,Participatory Green Climate Fund Intervention Design to support African policymakers,Innovation development,Quality Assessed,,,,,,,,,,,Participatory Green Climate Fund Intervention Design to support African policymakers
13030,4070.0,2024.0,Climate Security Index for policy makers and international governmental organizations,Innovation development,Quality Assessed,,,,,,,,,,,Climate Security Index for policy makers and international governmental organizations
13038,4101.0,2024.0,Early Warning to Early Action and Early Finance (AWARE) Platform,Innovation development,Quality Assessed,,,,,,,,,,,Early Warning to Early Action and Early Finance (AWARE) Platform
13039,4103.0,2024.0,Climate Smart Governance Dashboard for environmental policy makers to design,Innovation development,Quality Assessed,,,,,,,,,,,Climate Smart Governance Dashboard for environmental policy makers to design
13040,4104.0,2024.0,Zambia Drought Management System for environmental and agricultural policy makers,Innovation development,Quality Assessed,,,,,,,,,,,Zambia Drought Management System for environmental and agricultural policy makers
13041,4107.0,2024.0,An ODK-based tool for real-time surveillance and reporting of banana,Innovation development,Quality Assessed,,,,,,,,,,,An ODK-based tool for real-time surveillance and reporting of banana
13042,4136.0,2024.0,Real-time artificial intelligence driven diagnostic app that can be used,Innovation development,Quality Assessed,,,,,,,,,,,Real-time artificial intelligence driven diagnostic app that can be used
13043,4139.0,2024.0,Uber H3 level 6 hexagons Database for characterization of sub,Innovation development,Quality Assessed,,,,,,,,,,,Uber H3 level 6 hexagons Database for characterization of sub
13045,4183.0,2024.0,Standard Operating Procedures for field area measurement in field trials,Innovation development,Quality Assessed,,,,,,,,,,,Standard Operating Procedures for field area measurement in field trials
13046,4184.0,2024.0,Measurement of wheat grain yield and aboveground biomass at maturity,Innovation development,Quality Assessed,,,,,,,,,,,Measurement of wheat grain yield and aboveground biomass at maturity
13047,4185.0,2024.0,Rikuy-Agrobio: a toolbox for in-situ agrobiodiversity monitoring,Innovation development,Quality Assessed,,,,,,,,,,,Rikuy-Agrobio: a toolbox for in-situ agrobiodiversity monitoring
13048,4186.0,2024.0,Measurement of sorghum grain yield and aboveground biomass by crop,Innovation development,Quality Assessed,,,,,,,,,,,Measurement of sorghum grain yield and aboveground biomass by crop
13049,4187.0,2024.0, Measurement of rice grain yield and aboveground biomass at,Innovation development,Quality Assessed,,,,,,,,,,, Measurement of rice grain yield and aboveground biomass at
13050,4188.0,2024.0,Guidelines for measuring agronomic gain key performance indicators in on-farm,Innovation development,Quality Assessed,,,,,,,,,,,Guidelines for measuring agronomic gain key performance indicators in on-farm
13051,4195.0,2024.0,Measurement of maize grain yield and aboveground biomass by crop,Innovation development,Quality Assessed,,,,,,,,,,,Measurement of maize grain yield and aboveground biomass by crop
13053,4198.0,2024.0,Measurement of barley grain yield and aboveground biomass by crop,Innovation development,Quality Assessed,,,,,,,,,,,Measurement of barley grain yield and aboveground biomass by crop
13054,4199.0,2024.0,Measurement of teff grain yield and aboveground biomass by crop,Innovation development,Quality Assessed,,,,,,,,,,,Measurement of teff grain yield and aboveground biomass by crop
13055,4201.0,2024.0,Determination of cassava root yield and aboveground biomass by crop,Innovation development,Quality Assessed,,,,,,,,,,,Determination of cassava root yield and aboveground biomass by crop
13058,4215.0,2024.0,Standard Operating Procedure for farmer segmentation generates insights into farm,Innovation development,Quality Assessed,,,,,,,,,,,Standard Operating Procedure for farmer segmentation generates insights into farm
13060,4221.0,2024.0,Farmer Interface Application (FIA) validated and operational for Fall Armyworm,Innovation development,Quality Assessed,,,,,,,,,,,Farmer Interface Application (FIA) validated and operational for Fall Armyworm
13062,4242.0,2024.0,Standard Operating Procedures and users guide for developing gender and,Innovation development,Quality Assessed,,,,,,,,,,,Standard Operating Procedures and users guide for developing gender and
13063,4267.0,2024.0,Artifical intelligence-based image recognition for accurate varietal identification to increase,Innovation development,Quality Assessed,,,,,,,,,,,Artifical intelligence-based image recognition for accurate varietal identification to increase
